lemma,gloss,best_category,best_score,score_kinship_family,score_marriage,score_friendship_affection,score_hostility_enmity,score_hospitality_xenia,score_erotic_pederasty,score_rank_kingship_rule,score_military_rank,score_servitude_slavery,score_messenger_herald_envoy,score_civic_community
ἀνεπι-κέλευστος,not under orders,rank_kingship_rule,0.362,0.326,0.244,0.287,0.206,0.235,0.239,0.362,0.327,0.32,0.288,0.281
ἀνεπι-κινδύνως,without danger,military_rank,0.439,0.299,0.262,0.285,0.34,0.345,0.284,0.293,0.439,0.271,0.238,0.229
ἀνεπι-κλήρωτος,not assigned by lot,rank_kingship_rule,0.35,0.307,0.303,0.232,0.184,0.248,0.235,0.35,0.278,0.316,0.206,0.288
ἀνεπί-κλητος,"free from blame, unimpeachable; without preferring any charge.",friendship_affection,0.379,0.247,0.184,0.379,0.354,0.277,0.228,0.32,0.266,0.362,0.196,0.207
ἀνεπί-κλῐτος,unwavering,erotic_pederasty,0.423,0.304,0.314,0.273,0.323,0.269,0.423,0.282,0.233,0.25,0.314,0.302
ἀνεπί-κλυστος,not liable to inundation,hospitality_xenia,0.287,0.21,0.2,0.253,0.287,0.287,0.206,0.207,0.184,0.287,0.213,0.19
ἀνεπι-κόρριστος,not insulted,hostility_enmity,0.709,0.285,0.257,0.31,0.709,0.195,0.286,0.273,0.203,0.229,0.219,0.211
ἀνεπι-κούρητος,without succour,servitude_slavery,0.362,0.317,0.263,0.297,0.317,0.335,0.25,0.302,0.22,0.362,0.192,0.265
ἀνεπικράτητος,without dominant planet,rank_kingship_rule,0.359,0.279,0.214,0.209,0.285,0.253,0.186,0.359,0.334,0.226,0.111,0.174
ἀνεπι-κρῐσία,inability to form a judgement,hostility_enmity,0.383,0.22,0.221,0.185,0.383,0.219,0.262,0.323,0.25,0.193,0.148,0.178
ἀνεπί-κρῐτος,"not decided, indeterminate; indistinct, indeterminate; untested, untried; not officially examined; unexamined",hostility_enmity,0.254,0.166,0.23,0.24,0.254,0.209,0.224,0.221,0.142,0.141,0.134,0.253
ἀνεπί-κρυπτος,unconcealed,erotic_pederasty,0.423,0.248,0.284,0.273,0.362,0.372,0.423,0.286,0.289,0.281,0.296,0.335
ἀνεπι-κώλῡτος,unhindered; without let or hindrance; without restraint,hostility_enmity,0.425,0.196,0.285,0.337,0.425,0.287,0.213,0.235,0.193,0.343,0.193,0.279
ἀνεπί-λειπτος,unfailing,erotic_pederasty,0.494,0.315,0.258,0.278,0.393,0.329,0.494,0.286,0.268,0.313,0.279,0.328
ἀνεπί-ληστος,not to be forgotten,erotic_pederasty,0.416,0.338,0.219,0.321,0.309,0.237,0.416,0.297,0.279,0.263,0.222,0.257
ἀνεπι-λόγιστος,"unable to consider; inconsiderate, thoughtless",hostility_enmity,0.399,0.254,0.245,0.287,0.399,0.346,0.271,0.227,0.245,0.245,0.149,0.311
ἀνεπί-λυτος,unbandaged; unsolued,kinship_family,0.394,0.394,0.247,0.283,0.315,0.316,0.389,0.322,0.264,0.271,0.256,0.231
ἀνεπι-μέλητος,uncared for,erotic_pederasty,0.368,0.263,0.252,0.344,0.343,0.306,0.368,0.287,0.273,0.315,0.251,0.249
ἀνεπί-μικτος,"unmixed with; pure from; Eup. Praef.; avoiding contact; not mixing; unsocial; unfrequented, unvisited; alien from",kinship_family,0.37,0.37,0.356,0.326,0.317,0.331,0.293,0.314,0.182,0.281,0.266,0.266
ἀνεπι-μιξία,want of intercourse; traffic,erotic_pederasty,0.483,0.322,0.48,0.335,0.315,0.266,0.483,0.34,0.306,0.243,0.272,0.272
ἀνεπί-μονος,not enduring long,friendship_affection,0.345,0.287,0.318,0.345,0.338,0.281,0.31,0.281,0.301,0.26,0.233,0.231
ἀνεπι-νοησία,inconceivability,hospitality_xenia,0.359,0.199,0.208,0.23,0.344,0.359,0.21,0.254,0.136,0.239,0.103,0.193
ἀνεπι-νόητος,"unintelligible; inconceivable, unthinkable; inconceivably; having no experience of; sine adinventione",hospitality_xenia,0.367,0.232,0.24,0.288,0.358,0.367,0.237,0.261,0.164,0.348,0.144,0.344
ἀνεπί-ξεστος,"not polished, not finished",erotic_pederasty,0.339,0.184,0.199,0.151,0.189,0.225,0.339,0.232,0.142,0.268,0.189,0.274
ἀνεπί-πλαστος,not plastered over; unaffected,hospitality_xenia,0.361,0.163,0.219,0.192,0.235,0.361,0.257,0.295,0.146,0.266,0.17,0.144
ἀνεπί-πλεκτος,"without connexion with others, isolated",hospitality_xenia,0.336,0.282,0.256,0.271,0.285,0.336,0.22,0.291,0.23,0.218,0.203,0.298
ἀνεπί-πληκτος,"not liable to be reproved; not reproved, licentious; not reproving; blaming; abstinence from blam; criticism",hostility_enmity,0.358,0.241,0.308,0.293,0.358,0.219,0.211,0.341,0.203,0.245,0.159,0.209
ἀνεπι-πληξία,"impunity, licentiousness",hostility_enmity,0.48,0.251,0.265,0.4,0.48,0.304,0.264,0.395,0.265,0.39,0.223,0.338
ἀνεπι-πρόσθητος,not occultable; forms no obstacle to,hospitality_xenia,0.374,0.2,0.145,0.234,0.334,0.374,0.236,0.231,0.125,0.185,0.167,0.13
ἀνεπί-ρρεκτος,not dedicated,marriage,0.333,0.278,0.333,0.318,0.264,0.302,0.274,0.279,0.278,0.268,0.231,0.212
ἀνεπι-ρρήτως,without demur; subterfuge,civic_community,0.568,0.284,0.265,0.244,0.247,0.232,0.233,0.277,0.269,0.287,0.262,0.568
ἀνεπι-σήμαντος,"undistinguished; unrecorded, unnoticed; without notice; without an attack of; not conferring distinction",hostility_enmity,0.285,0.129,0.094,0.149,0.285,0.236,0.263,0.139,0.117,0.2,0.155,0.21
ἀνεπί-σκεπτος,"inattentive, inconsiderate; no consideration; not examined, unregarded; unobserved",hostility_enmity,0.323,0.236,0.192,0.245,0.323,0.277,0.156,0.195,0.17,0.236,0.156,0.279
ἀνεπί-σκευος,without equipment,civic_community,0.298,0.262,0.24,0.208,0.218,0.269,0.24,0.21,0.247,0.241,0.162,0.298
ἀνεπι-σκεψία,disregard,hostility_enmity,0.393,0.32,0.275,0.309,0.393,0.264,0.331,0.307,0.28,0.281,0.234,0.274
ἀνεπι-σκίαστος,not in the shade,hospitality_xenia,0.314,0.186,0.16,0.176,0.223,0.314,0.169,0.255,0.145,0.132,0.172,0.147
ἀνεπι-σκόπητος,unregarded,hostility_enmity,0.508,0.335,0.311,0.31,0.508,0.431,0.49,0.388,0.274,0.312,0.286,0.328
ἀνεπι-σκότητος,not obscured; overcluded,hospitality_xenia,0.344,0.164,0.171,0.185,0.21,0.344,0.293,0.292,0.142,0.287,0.181,0.182
ἀνεπι-σταθμεία,exemption from billeting,military_rank,0.321,0.135,0.161,0.184,0.112,0.143,0.132,0.213,0.321,0.203,0.103,0.17
ἀνεπι-στάθμευτος,exempt from billeting,military_rank,0.32,0.123,0.136,0.197,0.105,0.163,0.129,0.241,0.32,0.258,0.127,0.181
ἀνεπι-στᾰσία,"inattention, thoughtlessness; distraction, insensateness; want of reflection",hostility_enmity,0.381,0.269,0.176,0.314,0.381,0.257,0.261,0.213,0.183,0.346,0.218,0.294
ἀνεπι-στάτητος,"without inspector, without tutelary genius",military_rank,0.341,0.298,0.204,0.296,0.268,0.328,0.27,0.306,0.341,0.308,0.242,0.278
ἀνεπί-στᾰτος,"inattentive; to; without a check; not attended to, unregarded; without guidance; ill-considered",hostility_enmity,0.306,0.251,0.24,0.24,0.306,0.297,0.148,0.264,0.164,0.248,0.2,0.215
ἀνεπι-στημονέω,to be ignorant,hostility_enmity,0.416,0.212,0.257,0.242,0.416,0.335,0.32,0.287,0.278,0.263,0.201,0.24
ἀνεπι-στημονικός,non-scientific,rank_kingship_rule,0.335,0.296,0.284,0.22,0.222,0.278,0.247,0.335,0.219,0.227,0.151,0.329
ἀνεπι-στημοσύνη,"want of knowledge, ignorance, unskilfulness; want of science",erotic_pederasty,0.507,0.248,0.284,0.32,0.274,0.249,0.507,0.248,0.191,0.246,0.195,0.32
ἀνεπι-στήμων,"ignorant, unskilful; with unskilful crews; untrained; unskilled in; not knowing how; not knowing; without knowledge, unintelligent; less intelligent",rank_kingship_rule,0.354,0.201,0.199,0.221,0.327,0.314,0.175,0.354,0.297,0.274,0.209,0.248
ἀνεπί-στητος,not the object of knowledge,civic_community,0.29,0.246,0.217,0.22,0.227,0.198,0.203,0.288,0.212,0.189,0.178,0.29
ἀνεπι-στρεπτέω,"to be indifferent, pay no heed",hostility_enmity,0.386,0.175,0.204,0.331,0.386,0.274,0.245,0.2,0.206,0.27,0.171,0.26
ἀνεπί-στρεπτος,"without turning round; indifferent, heedless",hostility_enmity,0.326,0.184,0.247,0.297,0.326,0.277,0.228,0.24,0.193,0.232,0.139,0.284
ἀνεπι-στρεφής,careless of; inexorable,hospitality_xenia,0.455,0.266,0.244,0.295,0.401,0.455,0.348,0.271,0.25,0.41,0.184,0.301
ἀνεπι-στρεψία,"want of regard, heedlessness",friendship_affection,0.427,0.273,0.286,0.427,0.399,0.275,0.419,0.304,0.253,0.313,0.229,0.235
ἀνεπί-στροφος,in de An.; inattentive to; not capable of inversion,servitude_slavery,0.319,0.239,0.139,0.163,0.265,0.312,0.162,0.192,0.19,0.319,0.244,0.207
ἀνεπί-σχετος,not to be stopped,servitude_slavery,0.318,0.223,0.257,0.231,0.313,0.251,0.267,0.309,0.263,0.318,0.204,0.219
ἀνεπί-τᾰτος,not to be extended farther; not capable of; without augmentation; intensification; without stress,servitude_slavery,0.28,0.176,0.149,0.188,0.264,0.217,0.175,0.163,0.114,0.28,0.254,0.178
ἀνεπι-τάττω,enjoin,hostility_enmity,0.517,0.347,0.348,0.31,0.517,0.312,0.375,0.366,0.324,0.405,0.317,0.319
ἀνεπι-τετελεσμένος,not properly executed,civic_community,0.249,0.166,0.182,0.172,0.203,0.216,0.221,0.212,0.167,0.243,0.169,0.249
ἀνεπί-τευκτος,"not hitting the mark, vain",military_rank,0.363,0.342,0.247,0.301,0.316,0.24,0.283,0.287,0.363,0.308,0.284,0.19
ἀνεπι-τευξία,failure to attain,erotic_pederasty,0.384,0.318,0.323,0.251,0.381,0.316,0.384,0.333,0.253,0.301,0.159,0.273
ἀνεπι-τέχνητος,without design.,military_rank,0.274,0.227,0.178,0.181,0.233,0.226,0.259,0.269,0.274,0.221,0.207,0.27
ἀνεπι-τήδειος,"unserviceable, unfit; mischievous, prejudicial; unfitted to..; ill; unkind, unfriendly; opponents",hostility_enmity,0.563,0.311,0.233,0.475,0.563,0.327,0.289,0.386,0.282,0.359,0.229,0.365
ἀνεπι-τηδειότης,"unfitness, inconvenience, inaptitude",hostility_enmity,0.446,0.364,0.262,0.3,0.446,0.436,0.283,0.348,0.229,0.301,0.186,0.279
ἀνεπι-τήδευτος,"made without care; design, artless; unpractised, untried",friendship_affection,0.321,0.309,0.234,0.321,0.29,0.279,0.286,0.293,0.277,0.3,0.229,0.277
ἀνεπι-τίμητος,not to be censured; for; uncriticized; unpunished; not estimated; rated,hostility_enmity,0.352,0.159,0.283,0.253,0.352,0.23,0.262,0.339,0.245,0.31,0.272,0.323
ἀνεπι-τρέπτως,without permission,rank_kingship_rule,0.376,0.25,0.203,0.257,0.341,0.298,0.245,0.376,0.256,0.252,0.281,0.286
ἀνεπι-τρόπευτος,without guardian,kinship_family,0.415,0.415,0.212,0.375,0.316,0.302,0.205,0.371,0.307,0.309,0.273,0.282
ἀνεπι-φανής,"undistinguished, obscure",erotic_pederasty,0.379,0.341,0.19,0.281,0.338,0.306,0.379,0.301,0.229,0.268,0.214,0.333
ἀνεπί-φαντος,without ostentation; insignificant,hostility_enmity,0.311,0.194,0.159,0.174,0.311,0.31,0.204,0.254,0.152,0.238,0.157,0.194
ἀνεπί-φᾰτος,unexpected,rank_kingship_rule,0.402,0.339,0.331,0.282,0.366,0.378,0.368,0.402,0.333,0.358,0.261,0.353
ἀνεπι-φθόνητος,unenvied,hostility_enmity,0.463,0.337,0.3,0.369,0.463,0.32,0.367,0.378,0.345,0.429,0.283,0.38
ἀνεπί-φραστος,unthought of,friendship_affection,0.484,0.268,0.315,0.484,0.357,0.244,0.309,0.295,0.285,0.275,0.266,0.298
ἀνεπι-χαρής,lacking in refinement,hostility_enmity,0.312,0.223,0.206,0.165,0.312,0.243,0.305,0.274,0.17,0.306,0.237,0.227
ἀνεπι-χείρητος,unassailable; unattempted,hospitality_xenia,0.475,0.375,0.224,0.265,0.367,0.475,0.356,0.239,0.205,0.227,0.229,0.292
ἀνεπ-όπτευτος,not admitted among the,civic_community,0.387,0.285,0.354,0.291,0.278,0.31,0.199,0.363,0.32,0.296,0.176,0.387
ἀνέπ-οπτος,not to be discerned; distinguished,hostility_enmity,0.358,0.274,0.216,0.292,0.358,0.225,0.217,0.258,0.252,0.206,0.178,0.23
ἀνεπ-οργίξομαι,to be roused by anger,hostility_enmity,0.497,0.253,0.298,0.298,0.497,0.319,0.335,0.315,0.323,0.316,0.24,0.275
ἀνεπ-όψιος,not in sight,hospitality_xenia,0.343,0.236,0.241,0.286,0.261,0.343,0.304,0.266,0.277,0.225,0.226,0.199
ἀνέραμαι,"love again, love anew",friendship_affection,0.488,0.281,0.389,0.488,0.389,0.251,0.406,0.303,0.216,0.257,0.23,0.235
ἀνεραστ-ία,ignorance of love,hostility_enmity,0.542,0.299,0.453,0.537,0.542,0.252,0.534,0.286,0.251,0.358,0.201,0.277
ἀνεργ-άζομαι,"knead, work up",servitude_slavery,0.356,0.244,0.228,0.205,0.208,0.192,0.235,0.25,0.228,0.356,0.291,0.229
ἀνεργ-ασία,"unemployment, idleness",servitude_slavery,0.354,0.256,0.234,0.25,0.289,0.239,0.247,0.194,0.172,0.354,0.274,0.199
ἀνέργ-αστος,"not thoroughly wrought, imperfect; unwrought; untilled; raw; not thoroughly handled; treated",servitude_slavery,0.353,0.146,0.259,0.228,0.27,0.263,0.349,0.232,0.167,0.353,0.227,0.245
ἀνέργ-εια,"cessation from work, holiday",hospitality_xenia,0.318,0.233,0.278,0.156,0.245,0.318,0.224,0.149,0.172,0.275,0.187,0.253
ἄνεργ-ος,not done; facta infecta; inactive,hospitality_xenia,0.37,0.321,0.209,0.204,0.275,0.37,0.277,0.259,0.184,0.238,0.273,0.209
ἀνερεθίζω,"provoke, stir up, excite; to be in a state of excitement",hospitality_xenia,0.477,0.209,0.221,0.235,0.415,0.477,0.325,0.289,0.284,0.396,0.278,0.288
ἀνερείδω,"prop up, rest; on",hostility_enmity,0.3,0.272,0.265,0.267,0.3,0.255,0.284,0.253,0.235,0.228,0.272,0.273
ἀνέρεικτος,"not bruised, unground",hospitality_xenia,0.312,0.212,0.22,0.195,0.251,0.312,0.207,0.237,0.265,0.227,0.247,0.21
ἀνερείπομαι,snatch up and carry off; take upon oneself,rank_kingship_rule,0.329,0.238,0.262,0.291,0.3,0.202,0.315,0.329,0.273,0.28,0.326,0.221
ἀνερέπτομαι,drawn up spasmodically,messenger_herald_envoy,0.311,0.172,0.168,0.19,0.246,0.205,0.247,0.252,0.278,0.207,0.311,0.226
ἀνερεύγω,"throw up, disgorge; discharge itself",hospitality_xenia,0.347,0.201,0.207,0.19,0.264,0.347,0.214,0.19,0.255,0.251,0.285,0.244
ἀνερευθής,pallid,erotic_pederasty,0.405,0.356,0.298,0.343,0.338,0.349,0.405,0.357,0.353,0.28,0.349,0.339
ἀνερευν-άω,"search out, examine, investigate",civic_community,0.291,0.176,0.142,0.205,0.228,0.197,0.223,0.225,0.235,0.263,0.189,0.291
ἀνερεύν-ησις,a searching out,erotic_pederasty,0.377,0.337,0.303,0.316,0.3,0.289,0.377,0.315,0.319,0.32,0.277,0.316
ἀνερεύν-ητος,not investigated; that cannot be searched; found out; inscrutable things,hospitality_xenia,0.244,0.186,0.129,0.168,0.207,0.244,0.193,0.219,0.14,0.173,0.163,0.171
ἀνερίθευτος,"unbribed, uncorrupted; not honeycombed by intrigues",hospitality_xenia,0.377,0.317,0.216,0.249,0.371,0.377,0.323,0.275,0.225,0.301,0.247,0.369
ἀνερίναστος,not ripened by caprification,erotic_pederasty,0.331,0.14,0.094,0.188,0.173,0.16,0.331,0.151,0.099,0.319,0.088,0.101
ἀνερκής,unprotected,hostility_enmity,0.375,0.343,0.303,0.272,0.375,0.361,0.321,0.282,0.29,0.25,0.308,0.264
ἀνερμάτιστος,without ballast; unstable; empty,kinship_family,0.208,0.208,0.134,0.204,0.171,0.163,0.181,0.17,0.139,0.124,0.158,0.137
ἀνερμήνευτος,"with none to interpret; inexplicable, indescribable",hospitality_xenia,0.398,0.265,0.213,0.237,0.321,0.398,0.319,0.218,0.22,0.232,0.209,0.294
ἀνέρπω,creep upwards; spring up,kinship_family,0.264,0.264,0.188,0.235,0.241,0.214,0.232,0.218,0.252,0.193,0.229,0.225
ἀνέρρω,"go quite away, take oneself off",hostility_enmity,0.384,0.255,0.317,0.277,0.384,0.241,0.297,0.254,0.269,0.239,0.25,0.267
ἀνερυθρίαστος,unblushing,erotic_pederasty,0.464,0.254,0.263,0.256,0.343,0.285,0.464,0.239,0.227,0.258,0.259,0.267
ἀνερυθριάω,"begin to blush, blush up",friendship_affection,0.404,0.18,0.227,0.404,0.193,0.24,0.291,0.232,0.212,0.348,0.209,0.233
ἀνερύω,draw up,messenger_herald_envoy,0.437,0.278,0.277,0.315,0.296,0.292,0.271,0.32,0.266,0.308,0.437,0.268
ἀνέρχομαι,"go up; mount the tribune; go up from; come up from; grow up, shoot up; rise; go up to; go or come back, return; come back to; recur to; and say; being brought home to; traverse",hostility_enmity,0.312,0.309,0.173,0.174,0.312,0.239,0.169,0.25,0.279,0.183,0.294,0.232
ἀνερωτ-άω,question; inquire into; about,erotic_pederasty,0.364,0.253,0.23,0.345,0.198,0.276,0.364,0.358,0.245,0.261,0.208,0.233
ἀνερωτ-ητέον,one must interrogate,rank_kingship_rule,0.399,0.293,0.304,0.193,0.292,0.212,0.23,0.399,0.314,0.247,0.234,0.311
ἀνεσθίω,eat away,hostility_enmity,0.369,0.324,0.324,0.308,0.369,0.358,0.362,0.299,0.261,0.239,0.223,0.295
ἀνέσιμος,given up to idleness; a holiday; loose,hospitality_xenia,0.38,0.224,0.233,0.271,0.289,0.38,0.243,0.235,0.228,0.245,0.254,0.264
ἄνεσις,"loosening, relaxing; thaw; ebb; remission, abatement; remission; relaxation, recreation; solution; indulgence, licence; relaxation of custody",marriage,0.479,0.379,0.479,0.317,0.299,0.323,0.299,0.281,0.235,0.266,0.203,0.224
ἀνεσταλμένως,tucked up,erotic_pederasty,0.353,0.279,0.319,0.316,0.26,0.276,0.353,0.334,0.278,0.257,0.281,0.281
ἀνέστιος,"without hearth and home, homeless; savage",kinship_family,0.396,0.396,0.279,0.3,0.262,0.335,0.23,0.332,0.308,0.308,0.262,0.274
ἀνεστραμμένως,inversely; perversely,hostility_enmity,0.423,0.243,0.216,0.198,0.423,0.301,0.268,0.25,0.208,0.212,0.197,0.269
ἀνετάζω,inquire of; examine; examine by torture,hostility_enmity,0.355,0.199,0.249,0.213,0.355,0.318,0.283,0.346,0.272,0.355,0.231,0.288
ἀνέταιρος,without friends; fellows,friendship_affection,0.55,0.325,0.323,0.55,0.384,0.45,0.251,0.301,0.314,0.248,0.315,0.45
ἀνετέον,one must relax; one must loosen; one must let slip; one must permit; one must dilute,marriage,0.278,0.1,0.278,0.15,0.264,0.216,0.171,0.201,0.16,0.277,0.147,0.199
ἀνετεροίωτος,unchangeable; unaltered; undifferentiated,hospitality_xenia,0.379,0.23,0.171,0.252,0.252,0.379,0.258,0.216,0.138,0.159,0.138,0.249
ἀνετοικός,relaxing,hospitality_xenia,0.387,0.29,0.336,0.328,0.329,0.387,0.334,0.286,0.267,0.267,0.302,0.308
ἀνέτοιμος,"unready, not ready; out of reach, unattainable",kinship_family,0.392,0.392,0.199,0.244,0.271,0.384,0.232,0.207,0.217,0.228,0.216,0.288
ἄνετος,"relaxed, slack; relaxed; set free from labour; consecrated and lying untilled; uncontrolled, licentious; intemperate",servitude_slavery,0.366,0.241,0.292,0.299,0.308,0.349,0.301,0.364,0.222,0.366,0.257,0.311
ἀνετῠμολόγητος,of unknown derivation,kinship_family,0.236,0.236,0.154,0.16,0.198,0.183,0.147,0.21,0.144,0.158,0.114,0.151
ἄνευ,"without; without reference to; away from, far from; except, besides; praeterquam quod attulerit..; inu",hospitality_xenia,0.374,0.248,0.128,0.199,0.261,0.374,0.224,0.188,0.18,0.263,0.15,0.151
ἀνευάζω,utter cries of; honour with such cries,friendship_affection,0.322,0.314,0.252,0.322,0.321,0.236,0.285,0.314,0.243,0.289,0.197,0.185
ἀνευ-δοκησία,discredit,hostility_enmity,0.391,0.371,0.27,0.287,0.391,0.195,0.389,0.289,0.25,0.254,0.216,0.317
ἀνευ-δόκητος,discredited,hostility_enmity,0.403,0.351,0.243,0.31,0.403,0.208,0.335,0.311,0.244,0.262,0.203,0.269
ἀνευ-ήκοος,disobedient,hostility_enmity,0.474,0.345,0.294,0.395,0.474,0.43,0.32,0.335,0.327,0.349,0.283,0.371
ἄνευθε,"without; away from; far away, distant; far away",hospitality_xenia,0.25,0.21,0.187,0.233,0.245,0.25,0.186,0.184,0.159,0.116,0.174,0.158
ἀνεύθετος,inconvenient,hostility_enmity,0.417,0.281,0.247,0.35,0.417,0.305,0.258,0.299,0.338,0.241,0.208,0.305
ἀνεύθῡνος,"not accountable, irresponsible; free from liability; censure; not open to objection; guiltless, innocent; irreproachable",hostility_enmity,0.404,0.245,0.176,0.377,0.404,0.236,0.235,0.355,0.181,0.254,0.274,0.254
ἀνεύθυντος,which cannot be straightened,hostility_enmity,0.282,0.197,0.187,0.182,0.282,0.184,0.175,0.245,0.16,0.226,0.177,0.147
ἀνευθύνω,straighten,hostility_enmity,0.325,0.3,0.258,0.261,0.325,0.201,0.289,0.243,0.228,0.275,0.276,0.203
ἄνευκτος,"not wishing, not praying",hospitality_xenia,0.277,0.266,0.246,0.251,0.273,0.277,0.264,0.275,0.229,0.276,0.192,0.143
ἀνευλᾰβής,"irreverent, impious",hostility_enmity,0.501,0.337,0.273,0.413,0.501,0.332,0.325,0.328,0.324,0.368,0.203,0.408
ἀνευνοησία,malevolence,hostility_enmity,0.498,0.383,0.313,0.389,0.498,0.284,0.342,0.297,0.374,0.345,0.313,0.342
ἀνευόδωτος,that does not prosper,hospitality_xenia,0.286,0.239,0.231,0.215,0.213,0.286,0.207,0.237,0.179,0.234,0.188,0.153
ἀνευπρεπής,unseemly,rank_kingship_rule,0.361,0.296,0.263,0.351,0.355,0.302,0.305,0.361,0.279,0.263,0.247,0.331
ἀνεύρ-εσις,discovery,friendship_affection,0.388,0.376,0.262,0.388,0.314,0.291,0.293,0.318,0.261,0.257,0.342,0.374
ἀνευρ-ετέον,one must find out,marriage,0.319,0.291,0.319,0.242,0.278,0.286,0.291,0.294,0.284,0.244,0.235,0.299
ἀνευρ-ετής,inspector,military_rank,0.566,0.382,0.348,0.416,0.41,0.262,0.404,0.445,0.566,0.384,0.374,0.41
ἀνεύρετος,undiscovered,rank_kingship_rule,0.335,0.277,0.227,0.234,0.241,0.293,0.275,0.335,0.216,0.218,0.236,0.23
ἀνεύρ-ημα,"invention, discovery",kinship_family,0.318,0.318,0.212,0.244,0.232,0.188,0.228,0.244,0.225,0.268,0.235,0.267
ἀνευρ-ίσκω,"find out, discover; win, gain; to be found out; discovered; think out, invent",hospitality_xenia,0.308,0.184,0.201,0.187,0.242,0.308,0.207,0.248,0.19,0.274,0.196,0.254
ἄνευρος,"without sinews; nerveless, slack",civic_community,0.283,0.21,0.153,0.21,0.278,0.166,0.182,0.225,0.22,0.207,0.239,0.283
ἀνεύρ-υνσις,dilatation,marriage,0.37,0.289,0.37,0.317,0.274,0.282,0.305,0.279,0.267,0.287,0.224,0.265
ἀνευρ-ύνω,dilate; broadens out,marriage,0.4,0.274,0.4,0.363,0.244,0.232,0.308,0.268,0.242,0.3,0.216,0.228
ἀνεύρ-υσμα,aneurism,hostility_enmity,0.364,0.225,0.251,0.251,0.364,0.293,0.336,0.29,0.174,0.233,0.216,0.252
ἀνευρ-υσματώδης,like an aneurism,erotic_pederasty,0.299,0.204,0.182,0.197,0.271,0.288,0.299,0.253,0.154,0.168,0.184,0.22
ἀνευρ-υσμός,dilatation,marriage,0.37,0.289,0.37,0.317,0.274,0.282,0.305,0.279,0.267,0.287,0.224,0.265
ἀνευφημέω,"shout; cry aloud, shriek; proclaim; receive; honour with auspicious cries",messenger_herald_envoy,0.325,0.251,0.263,0.286,0.323,0.215,0.249,0.255,0.262,0.249,0.325,0.179
ἀνευφρ-ανσία,joylessness,hospitality_xenia,0.435,0.379,0.321,0.34,0.384,0.435,0.387,0.325,0.334,0.362,0.22,0.372
ἀνεύφρ-αντος,joyless,military_rank,0.454,0.361,0.335,0.376,0.39,0.357,0.372,0.355,0.454,0.35,0.272,0.371
ἀνευφρόσυνος,joyless,military_rank,0.454,0.361,0.335,0.376,0.39,0.357,0.372,0.355,0.454,0.35,0.272,0.371
ἀνεύχομαι,unsay a prayer,hospitality_xenia,0.349,0.277,0.246,0.319,0.334,0.349,0.267,0.298,0.243,0.3,0.3,0.213
ἀνεφάλλομαι,leap up at,rank_kingship_rule,0.363,0.293,0.245,0.254,0.226,0.24,0.224,0.363,0.318,0.305,0.221,0.281
ἀνέφεδρος,without drawing a bye,erotic_pederasty,0.339,0.179,0.208,0.218,0.246,0.234,0.339,0.272,0.267,0.187,0.276,0.176
ἀνεφέλκομαι,draw up for oneself,erotic_pederasty,0.335,0.187,0.233,0.269,0.273,0.218,0.335,0.231,0.22,0.259,0.286,0.173
ἀνέφελος,"unclouded, cloudless; not to be veiled; hidden",hospitality_xenia,0.352,0.209,0.178,0.171,0.238,0.352,0.327,0.236,0.137,0.176,0.166,0.108
ἄνεφθος,unboiled; unbaked,rank_kingship_rule,0.386,0.249,0.281,0.245,0.345,0.26,0.371,0.386,0.183,0.232,0.209,0.273
ἀνέφικτος,"out of reach, unattainable",hospitality_xenia,0.429,0.32,0.214,0.237,0.315,0.429,0.266,0.213,0.233,0.208,0.183,0.253
ἀνεφόδευτος,"undetected, unexamined",civic_community,0.323,0.288,0.19,0.266,0.289,0.231,0.283,0.259,0.237,0.226,0.204,0.323
ἀνέφοδος,not liable to invasion,hostility_enmity,0.335,0.317,0.137,0.299,0.335,0.295,0.184,0.287,0.324,0.278,0.243,0.29
ἀνεφριτικὰ,not-nephritic,hostility_enmity,0.362,0.269,0.215,0.276,0.362,0.312,0.292,0.328,0.226,0.294,0.183,0.35
ἀνεχέγγυος,unwarranted; no sure confidence,hostility_enmity,0.355,0.182,0.197,0.292,0.355,0.316,0.218,0.227,0.232,0.34,0.166,0.24
ἀνέχω,"hold up, lift up; held up; in fight; hold up; in token of defeat; lift up; in prayer; offer; with uplifted hands; lift up, exalt; hold up, prop, sustain; uphold, maintain; keep up; remaining constant to; keeping constant to, haunting; keeping up; put forth; hold back, check; keep; rise up, emerge; arise, happen; appear, show oncself; turn out, prove to be; stand up; come forth; jut out; jutting out; hold on, keep doing; is constant; practise regularly; wait; hold up, cease; cease from; hold up what is oneʼs own; hold oneself up, bear up; be of good courage; be patient; with patience; do; suffer; bear with; to be content with; will; would; be content; dare to; refuse; hold on by one another, hang together",friendship_affection,0.305,0.192,0.226,0.305,0.262,0.212,0.215,0.269,0.216,0.252,0.235,0.186
ἀνέψ-ᾰνος,bad for cooking; Aër.,hospitality_xenia,0.222,0.206,0.187,0.201,0.198,0.222,0.186,0.193,0.12,0.217,0.142,0.137
ἀνέψ-ητος,unboiled; undigested,erotic_pederasty,0.396,0.314,0.207,0.206,0.318,0.359,0.396,0.311,0.126,0.271,0.159,0.237
ἀνεψι-ότης,relationship of cousins,kinship_family,0.779,0.779,0.309,0.293,0.362,0.158,0.252,0.217,0.111,0.175,0.128,0.234
