lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
ἀγαπ-ητικός,urn:cite2:hmt:lsj.chicago_md:n353,friendship_affection,embed,0.649,0.515,0.133,131,affectionate
σπλάγχνον,urn:cite2:hmt:lsj.chicago_md:n95961,friendship_affection,embed,0.649,0.551,0.097,1960,"inward parts; sacrificial feast; any part of the inwards; womb; children; heart; the seat of the feelings, affections; pityʼs"
φῐλ-ητικός,urn:cite2:hmt:lsj.chicago_md:n111018,friendship_affection,seed+embed,0.649,0.636,0.012,234,disposed to love; affectionate; fond of kissing
ὀλῐγο-φῐλία,urn:cite2:hmt:lsj.chicago_md:n73099,friendship_affection,embed,0.648,0.342,0.306,86,fewness of friends
στέργ-ηθρον,urn:cite2:hmt:lsj.chicago_md:n96537,friendship_affection,seed+embed,0.648,0.556,0.093,305,"love-charm; love itself, affection"
εὔνοιᾰ,urn:cite2:hmt:lsj.chicago_md:n44552,friendship_affection,seed+embed,0.647,0.509,0.137,1687,"goodwill, favour; partially; for the love; for love; goodwill towards; favour; wish heartily; impulses of kindness, favours; acts of kindness, favours; gift; present in token of goodwill; benevolences"
ἀγαπάω,urn:cite2:hmt:lsj.chicago_md:n346,friendship_affection,seed+embed,0.645,0.635,0.011,2927,"greet with affection; show affection for; to be regarded with affection; love; to be fond of; persuade, entreat; caress, pet; to be fond of, prize, desire; prefer; highly prized, precious stones; to be well pleased, contented; to be well content; to be contented with; tolerate, put up with; may be content with; to be content; to be fond; wont"
ἰδῐο-ξενία,urn:cite2:hmt:lsj.chicago_md:n49856,friendship_affection,seed+embed,0.645,0.311,0.334,67,private friendship
ἀγανο-φροσύνη,urn:cite2:hmt:lsj.chicago_md:n340,friendship_affection,embed,0.643,0.531,0.113,76,"gentleness, kindliness"
ἀντευ-εργέτης,urn:cite2:hmt:lsj.chicago_md:n9739,friendship_affection,embed,0.638,0.314,0.323,98,one who returns kindnesses
φῐλάλληλ-ος,urn:cite2:hmt:lsj.chicago_md:n110836,friendship_affection,seed+embed,0.636,0.596,0.04,298,of mutual affection; fond of one another
διαλλ-ᾰγή,urn:cite2:hmt:lsj.chicago_md:n25153,friendship_affection,seed+embed,0.634,0.361,0.273,457,"interchange; change; to friendship, reconciliation; difference"
ἀντι-χᾰρίζομαι,urn:cite2:hmt:lsj.chicago_md:n10695,friendship_affection,embed,0.633,0.299,0.334,101,show kindness in return
εὐεργετ-ητέον,urn:cite2:hmt:lsj.chicago_md:n43839,friendship_affection,embed,0.633,0.335,0.298,82,one must show kindness to
χρηστότης,urn:cite2:hmt:lsj.chicago_md:n114707,friendship_affection,embed,0.633,0.545,0.088,954,"goodness, honesty, uprightness; honesty; goodness of heart, kindness; soft-heartedness; kindness; simplicity, silly good nature"
ἑταιρ-εία,urn:cite2:hmt:lsj.chicago_md:n43072,friendship_affection,seed+embed,0.632,0.564,0.067,1049,"association, brotherhood; social group; political club; union for party purposes; collegium; collegium Lupercorum Juliorum; friendly connexion, friendship, comradeship"
προθῡμ-ία,urn:cite2:hmt:lsj.chicago_md:n87537,friendship_affection,seed+embed,0.632,0.489,0.143,1587,"readiness, willingness, eagerness; zeal; eagerness; desire; by the will; readiness; will; purpose; goodwill, ready kindness"
ἐπιτήδ-ειος,urn:cite2:hmt:lsj.chicago_md:n41335,friendship_affection,seed+embed,0.631,0.504,0.126,2505,"made for an end; purpose, fit; adapted for; it, suitable, convenient; most fit; convenient; fit; deserving; him who deserved it; likely; inclined; useful, serviceable, necessary; serviceable for..; advantage; requisite, necessaries; provisions; what is requisite, needful; serviceable, friendly; conformable to; will; favourable; a close friend; friends; studiously, carefully; suitably, conveniently, fitly; on friendly terms"
πολυ-φῐλία,urn:cite2:hmt:lsj.chicago_md:n85498,friendship_affection,embed,0.629,0.392,0.238,156,abundance of friends
φῐλανθρωπ-έω,urn:cite2:hmt:lsj.chicago_md:n110854,friendship_affection,embed,0.629,0.47,0.159,648,"show kindness; to be favourable; treat kindly, deal kindly with; obtain redress"
μειλιχ-ία,urn:cite2:hmt:lsj.chicago_md:n65718,friendship_affection,embed,0.628,0.473,0.155,190,"gentleness, softness; lukewarmness; kindness"
χρῆσις,urn:cite2:hmt:lsj.chicago_md:n114653,friendship_affection,embed,0.627,0.439,0.188,1643,"employment, use; use, practice; uses, advantages; uses; usefulness; so as to become useful; useful; intimacy, acquaintance; familiar; usage; example; passage; oracular response; bidding; lending, loan"
ἁπᾰλό-της,urn:cite2:hmt:lsj.chicago_md:n11330,friendship_affection,embed,0.626,0.452,0.174,137,"softness, tenderness"
εὐεργετ-έω,urn:cite2:hmt:lsj.chicago_md:n43836,friendship_affection,embed,0.626,0.433,0.193,1444,to be a benefactor; to be proclaimed as; do good services; show kindness to; have a kindness done one
φῐλοτήσιος,urn:cite2:hmt:lsj.chicago_md:n111538,friendship_affection,seed+embed,0.625,0.438,0.186,846,"of friendship; love, promoting it; sacred to friendship; loving"
αὐτο-πάθεια,urn:cite2:hmt:lsj.chicago_md:n17849,friendship_affection,seed+embed,0.619,0.475,0.144,268,oneʼs own experience; primary affection; reflexive
πρωτοπάθ-εια,urn:cite2:hmt:lsj.chicago_md:n91016,friendship_affection,seed+embed,0.619,0.475,0.144,94,primary affection; symptom
συμβαίνω,urn:cite2:hmt:lsj.chicago_md:n98234,friendship_affection,embed,0.619,0.386,0.233,7485,"stand with the feet together; with closed feet; to be joined to; increase; meet; has; come in my way, has had; to do with me; attack jointly; come to an agreement, come to terms; agree; make friends with; had been settled; had settled; agree with, be on good terms with; hold with; tally, correspond with; are in harmony; tallies; comes; fit; range exactly; fall to oneʼs lot; to be an attribute; characteristic of; come to pass, fall out, happen; happen; occur, be found, exist; chance event, contingency; by accident, contingently; depends upon accident; turn out; turn out well; come out, result, follow; result, follow; it follows; turns out; consequently; inevitably is; happens; a contingent attribute; accident; accidentally; an attribute necessarily resulting from; essential attribute, property; consequence"
ὁμό-στοργος,urn:cite2:hmt:lsj.chicago_md:n73841,friendship_affection,seed+embed,0.618,0.447,0.171,73,feeling the same affection
φῐλανθρωπ-εύομαι,urn:cite2:hmt:lsj.chicago_md:n110853,friendship_affection,embed,0.615,0.399,0.216,517,act humanely; courteously; to show kindness by granting; treat humanely; do; kindness; conciliate
ἀρθμός,urn:cite2:hmt:lsj.chicago_md:n15002,friendship_affection,seed+embed,0.612,0.397,0.215,138,"a bond, league, friendship"
εὐσπλαγχν-ία,urn:cite2:hmt:lsj.chicago_md:n45152,friendship_affection,embed,0.612,0.457,0.155,93,"good heart, firmness"
πρόστηξις,urn:cite2:hmt:lsj.chicago_md:n90161,friendship_affection,embed,0.611,0.462,0.149,76,"attachment, devotion"
ἀμνήμων,urn:cite2:hmt:lsj.chicago_md:n5360,friendship_affection,embed,0.61,0.343,0.266,379,"unmindful, forgetful.; of; unmindful of kindness, ungrateful; forgotten, not mentioned"
εὐχᾰριστ-ήριος,urn:cite2:hmt:lsj.chicago_md:n45472,friendship_affection,embed,0.61,0.456,0.154,430,expressive of gratitude; thank-offering; mission of thanks
φῐλάνθρωπ-ος,urn:cite2:hmt:lsj.chicago_md:n110858,friendship_affection,seed+embed,0.61,0.594,0.016,2191,"loving mankind, humane, benevolent, tender-hearted; kind, courteous; gentle; humane treatment; kindnesses; loving men; humane, humanizing; generous; appealing to human feeling; satisfying the sense of poetic justice; popular; concessions, grants, privileges, immunities; benefaction, endowment, gratuity; letter expressing friendly feelings"
εὐμεν-ής,urn:cite2:hmt:lsj.chicago_md:n44452,friendship_affection,seed+embed,0.605,0.573,0.032,1276,"well-disposed, kindly; to; well-disposed; signifying goodwill, friendly; favourable; kindly, bounteous; mild, soft; beneficial; agreeable; easy"
πεῖσις,urn:cite2:hmt:lsj.chicago_md:n80369,friendship_affection,seed+embed,0.605,0.455,0.15,410,"affection, susceptibility; persuasion"
ἀνθυπούργ-ησις,urn:cite2:hmt:lsj.chicago_md:n8968,friendship_affection,embed,0.604,0.269,0.335,65,returning of a kindness
πόθος,urn:cite2:hmt:lsj.chicago_md:n84226,friendship_affection,embed,0.603,0.589,0.014,1430,"longing, yearning, regret; yearning after; desire; by reason of longing?; love, desire; larkspur, Delphinium Ajacis; asphodel, Asphodelus ramosus"
ἀστοργ-ία,urn:cite2:hmt:lsj.chicago_md:n16561,friendship_affection,seed+embed,0.6,0.538,0.062,90,want of natural affection
ζαχρεῖος,urn:cite2:hmt:lsj.chicago_md:n46118,friendship_affection,embed,0.599,0.312,0.287,139,very needy; one who wants to know; asks eagerly after
φῐλοφρόν-ημα,urn:cite2:hmt:lsj.chicago_md:n111572,friendship_affection,embed,0.596,0.33,0.266,90,act; proof of kindness
φῐλιόω,urn:cite2:hmt:lsj.chicago_md:n111033,friendship_affection,seed+embed,0.595,0.293,0.302,193,make a friend of; become friends
κατάσπεισις,urn:cite2:hmt:lsj.chicago_md:n55211,friendship_affection,embed,0.594,0.525,0.069,166,besprinkling with holy water; self-devotion
προξεν-ία,urn:cite2:hmt:lsj.chicago_md:n88120,friendship_affection,seed+embed,0.594,0.393,0.201,1055,relation of; treaty; compact of friendship between a state and a foreigner; my public friendship; protector; status and privileges of a; inscription; written instrument in witness of
φῐλο-φροσύνη,urn:cite2:hmt:lsj.chicago_md:n111575,friendship_affection,embed,0.594,0.458,0.136,579,"friendliness, kindliness; towards; friendly greetings, welcomes; cheerfulness, gaiety"
φῐλοποι-έω,urn:cite2:hmt:lsj.chicago_md:n111401,friendship_affection,seed+embed,0.593,0.303,0.29,276,"make a friend of; make oneʼs friend, attach to oneself"
ῥᾳστών-η,urn:cite2:hmt:lsj.chicago_md:n92204,friendship_affection,embed,0.591,0.577,0.014,1815,"easiness of doing; with ease, easily, lightly; an easy way of doing; ease; easy opportunity; conveniences; easiness of temper, good nature, mildness; kindness to; relief from anything unpleasant; relief from pain; recovery from; rest, leisure, ease; recreation; relief; resting; luxurious ease, indolence; nonchalance, carelessness; resting-time, season of calm and tranquillity"
φῐλῐκός,urn:cite2:hmt:lsj.chicago_md:n111031,friendship_affection,seed+embed,0.589,0.457,0.132,883,friendly; proofs; marks of friendship; contribution
ἀνθυπουργ-έω,urn:cite2:hmt:lsj.chicago_md:n8966,friendship_affection,embed,0.586,0.244,0.342,175,return a kindness
ἀντευ-εργετέω,urn:cite2:hmt:lsj.chicago_md:n9737,friendship_affection,embed,0.586,0.244,0.342,108,return a kindness
ἀσθεν-έω,urn:cite2:hmt:lsj.chicago_md:n16169a,friendship_affection,embed,0.585,0.405,0.18,647,"to be weak, feeble, sickly; to be weak; fell sick; sick man; to be needy; unable to pay; to be too weak; not to be able; decline"
ὁμοπάθ-εια,urn:cite2:hmt:lsj.chicago_md:n73776,friendship_affection,seed+embed,0.584,0.429,0.155,145,common affection; quality; sympathy
ἑταιροποιέομαι,urn:cite2:hmt:lsj.chicago_md:n43088,friendship_affection,embed,0.581,0.302,0.279,58,make friends
φῐλοποι-ία,urn:cite2:hmt:lsj.chicago_md:n111405,friendship_affection,embed,0.581,0.329,0.253,195,making friends
φῐλοποι-ός,urn:cite2:hmt:lsj.chicago_md:n111406,friendship_affection,embed,0.581,0.329,0.253,152,making friends
ὅμ-αυλος,urn:cite2:hmt:lsj.chicago_md:n73417,friendship_affection,seed+embed,0.578,0.341,0.236,291,"living together, companion; neighbouring; playing together on the flute, sounding together in concert"
συνδῐαιτ-ητής,urn:cite2:hmt:lsj.chicago_md:n99676,friendship_affection,seed+embed,0.578,0.271,0.307,172,"joint arbitrator; one who lives with another, companion"
ἔφαψις,urn:cite2:hmt:lsj.chicago_md:n45621,friendship_affection,embed,0.575,0.482,0.093,120,"touching, caressing; knot"
ἵμερος,urn:cite2:hmt:lsj.chicago_md:n50478,friendship_affection,embed,0.573,0.56,0.013,1632,"longing, yearning after; a yearning; for; impulses; emotions; desire, love; is-mero-; iṣṭás; iṣmás"
φῐλό-θερμος,urn:cite2:hmt:lsj.chicago_md:n111164,friendship_affection,seed+embed,0.573,0.426,0.147,74,loving warmth
ἀρετή,urn:cite2:hmt:lsj.chicago_md:n14967,friendship_affection,embed,0.57,0.571,-0.001,2551,"goodness, excellence; manly; valour; brave deeds; glorious deeds, wonders, miracles; b; excellence; forms of excellence; moral virtue; good nature, kindness; productive; prosperity; active merit, good service; reward; distinction, fame; glories; praises; worship; engine of war; plaster"
λῠκο-φῐλία,urn:cite2:hmt:lsj.chicago_md:n64121,friendship_affection,seed+embed,0.57,0.273,0.297,92,wolfʼs; false) friendship
μεγᾰλό-φῐλος,urn:cite2:hmt:lsj.chicago_md:n65512,friendship_affection,embed,0.57,0.282,0.288,96,having great friends; Cat.Cod. Astr.
φῐλο-φῐλία,urn:cite2:hmt:lsj.chicago_md:n111568,friendship_affection,seed+embed,0.569,0.434,0.135,78,love of oneʼs friends
φῐλανθρωπ-ία,urn:cite2:hmt:lsj.chicago_md:n110855,friendship_affection,embed,0.568,0.571,-0.003,1429,"humanity, benevolence, kind-heartedness, humane feeling; kindliness, courtesy; courtesy; clemency; the intercourse; acts of kindness, courtesies; Clemency; love to man, Ep. Tit.; mildness; mild symptoms; concession, privilege; grant"
χήμωσις,urn:cite2:hmt:lsj.chicago_md:n113884,friendship_affection,seed+embed,0.568,0.437,0.131,200,an affection of the eyes; like a cockle-shell
διαλλ-άσσω,urn:cite2:hmt:lsj.chicago_md:n25160,friendship_affection,seed+embed,0.566,0.395,0.171,2483,"interchange; make an exchange; exchange; give in exchange; take in exchange; take; for; change; pass through; change, alter; to be discordant; different; depart this life, die; change money; change enmity for friendship, reconcile; make it up with; to be reconciled, to be made friends; differ from; in; differing; excel; to be different"
δευτερο-πάθεια,urn:cite2:hmt:lsj.chicago_md:n24258,friendship_affection,seed+embed,0.565,0.439,0.126,112,secondary affection; have a secondary affection
ὑστερο-πάθεια,urn:cite2:hmt:lsj.chicago_md:n109751,friendship_affection,seed+embed,0.565,0.439,0.126,65,secondary affection
χρηστο-φῐλία,urn:cite2:hmt:lsj.chicago_md:n114709,friendship_affection,seed+embed,0.565,0.461,0.104,77,the friendship of good men
προφῐλιόομαι,urn:cite2:hmt:lsj.chicago_md:n90690,friendship_affection,seed+embed,0.564,0.356,0.208,77,to be treated as a friend first
ἀγαθωσύνη,urn:cite2:hmt:lsj.chicago_md:n273,friendship_affection,embed,0.563,0.382,0.181,98,"goodness, kindness"
ἀγάπ-η,urn:cite2:hmt:lsj.chicago_md:n347,friendship_affection,seed+embed,0.561,0.491,0.069,598,"love; brotherly love, charity; love-feast; alms, charity"
διᾰγᾰπάω,urn:cite2:hmt:lsj.chicago_md:n24604,friendship_affection,embed,0.561,0.482,0.079,94,love
ἔρᾰσις,urn:cite2:hmt:lsj.chicago_md:n42128,friendship_affection,embed,0.561,0.482,0.079,79,love
ἐρᾰτίζω,urn:cite2:hmt:lsj.chicago_md:n42140,friendship_affection,embed,0.561,0.482,0.079,211,greedy after; love
ἐρωτ-ικός,urn:cite2:hmt:lsj.chicago_md:n42854,friendship_affection,seed+embed,0.561,0.528,0.032,998,of; caused by love; love; on love; amorous; fond of; cravings
παιδ-ικός,urn:cite2:hmt:lsj.chicago_md:n76592,friendship_affection,seed+embed,0.561,0.482,0.079,1832,"of a child; for; like a child; boy; girl; boyish; of boys; for a child; elementary; in the boys’ games; playful, sportive; puerile; of; for a beloved youth; love-songs; love; boys’ gymnasium; darling, favourite, minion; darling pupil; darling pursuit"
παραδοξο-λογία,urn:cite2:hmt:lsj.chicago_md:n77945,friendship_affection,embed,0.561,0.482,0.079,223,"tale of wonder, marvel; love; use of paradox"
τρῐβ-ή,urn:cite2:hmt:lsj.chicago_md:n104826,friendship_affection,embed,0.561,0.482,0.079,1666,"rubbing:; rubbing down, wearing away, wasting; wear and tear; practice; study; mere practice, routine; that about which one is busied, the object of care, anxiety; love; occupation; spending; delay; delays"
φῐλοπλουτ-έω,urn:cite2:hmt:lsj.chicago_md:n111398,friendship_affection,embed,0.561,0.545,0.016,62,love; seek riches
φῐλοτῑμ-έομαι,urn:cite2:hmt:lsj.chicago_md:n111541,friendship_affection,embed,0.561,0.62,-0.059,2215,"love; seek after honour; to be ambitious, emulous; to be jealous; vie emulously with, rival; to place oneʼs fame; glory; pride oneself; contend in rivalry; show patriotic zeal; strive eagerly to; endeavour earnestly, aspire; to be anxious that; present with; lavish upon"
χράομαι,urn:cite2:hmt:lsj.chicago_md:n114553a,friendship_affection,embed,0.561,0.482,0.079,12135,"Aër.; desire, yearn after; to be in want of, lack; shall need..; lacking, needy; in a manner requiring; enjoy, have; use; consults; make use of; manage; taking a part in; had dealings with; administer; experience, suffer, be subject to; having experienced; live under; to be at; ease; feel; possessor; victim; consult; set up; visit; use as; makes; use will he make; treat, deal with; to make of; treat; regard; to be intimate with; put up with; consulting; deal with; use, study; friends; disposal; are wont to do; is; custom.; to be used; it be in use"
κοινο-νοημοσύνη,urn:cite2:hmt:lsj.chicago_md:n58419,friendship_affection,embed,0.56,0.448,0.111,86,regard for the feelings of others
συμβῐ-ωτής,urn:cite2:hmt:lsj.chicago_md:n98278,friendship_affection,seed+embed,0.559,0.259,0.3,262,"one who lives with, companion, partner; confidants"
δέω,urn:cite2:hmt:lsj.chicago_md:n24293,friendship_affection,embed,0.557,0.392,0.164,4115,"lack, miss, stand in need of; want; am; from; lacking; save; fit, proper; to be in want; need, require; needy; stand in need of, want; have; need of..; they have; need; things needing; necessaries; needing; the point threatened; beg; having begged a favour; I pray"
εὐμένεια,urn:cite2:hmt:lsj.chicago_md:n44447,friendship_affection,seed+embed,0.557,0.49,0.067,459,"goodwill, favour; favour; kindly; pleasantness"
θέλ-ησις,urn:cite2:hmt:lsj.chicago_md:n48075,friendship_affection,seed+embed,0.557,0.331,0.226,237,"a willing, will; wishes; goodwill, favour"
καταδεής,urn:cite2:hmt:lsj.chicago_md:n53869,friendship_affection,embed,0.557,0.392,0.164,690,"wanting in, lacking; needy; sorry, shabby; under; weaker, inferior; very ill off"
κεχρημένος,urn:cite2:hmt:lsj.chicago_md:n57035,friendship_affection,embed,0.557,0.392,0.164,115,needy
πένομαι,urn:cite2:hmt:lsj.chicago_md:n80614,friendship_affection,embed,0.557,0.416,0.141,1142,"toil, work; were busy; to have to work for oneʼs living; to be poor; needy; to be poor in, have need of; pro Them.; work at, get ready; are a-doing"
χρει-ώδης,urn:cite2:hmt:lsj.chicago_md:n114565,friendship_affection,embed,0.557,0.392,0.164,678,needful; necessity; in need of; needy; deficient
ἐπητύς,urn:cite2:hmt:lsj.chicago_md:n38856,friendship_affection,embed,0.556,0.352,0.204,120,"courtesy, kindness"
καταλλ-ᾰγή,urn:cite2:hmt:lsj.chicago_md:n54408,friendship_affection,seed+embed,0.554,0.379,0.175,536,"exchange; money-changerʼs profit, agio; freight, merchandise; change, difference; change from enmity to friendship, reconciliation; reconciliation; with God"
πολύ-φῐλος,urn:cite2:hmt:lsj.chicago_md:n85499,friendship_affection,seed+embed,0.554,0.333,0.221,137,"having many friends, dear to many"
ἐπάνθ-ημα,urn:cite2:hmt:lsj.chicago_md:n38201,friendship_affection,embed,0.553,0.49,0.064,204,efflorescence; fine flower; special virtues
δημεραστ-έω,urn:cite2:hmt:lsj.chicago_md:n24360,friendship_affection,seed+embed,0.551,0.421,0.13,79,to be a friend of the people
ἀντευ-εργέτημα,urn:cite2:hmt:lsj.chicago_md:n9738,friendship_affection,embed,0.55,0.269,0.281,81,kindness returned
ἰδῐο-πάθεια,urn:cite2:hmt:lsj.chicago_md:n49860,friendship_affection,seed+embed,0.55,0.44,0.109,116,affection having a local origin
ἀντιφῐλ-ησις,urn:cite2:hmt:lsj.chicago_md:n10654,friendship_affection,seed+embed,0.548,0.406,0.142,74,return of affection
σπᾰνο-φῐλία,urn:cite2:hmt:lsj.chicago_md:n95734,friendship_affection,embed,0.547,0.255,0.292,79,shortage of friends
τρῠφερ-ία,urn:cite2:hmt:lsj.chicago_md:n105742,friendship_affection,embed,0.546,0.403,0.143,104,tenderness; voluptuousness
παραδέχομαι,urn:cite2:hmt:lsj.chicago_md:n77916,friendship_affection,embed,0.542,0.444,0.098,1857,"receive from; receive by inheritance; take up and continue; receive by way of rumour; tradition; receive; receive lessons from; take over; take upon oneself; engage; admit; admit to citizenship; admit to friendly relations; admit, allow; accept; recognize as correct, agree to; signify; to be admitted; to be credited"
πρόθῡμος,urn:cite2:hmt:lsj.chicago_md:n87541,friendship_affection,seed+embed,0.541,0.36,0.181,1397,"ready, willing, eager; eager; eager for; bearing goodwill, wishing well, devoted; readily, zealously, actively; with; zeal"
ἀνθορ-ίζω,urn:cite2:hmt:lsj.chicago_md:n8813,friendship_affection,embed,0.539,0.33,0.209,174,make a counter-definition; define; by; mutual relations
δημο-κηδής,urn:cite2:hmt:lsj.chicago_md:n24411,friendship_affection,embed,0.538,0.425,0.113,144,"caring for, friendly to the people; to democracy; Publicola"
ἀντευ-εργετικός,urn:cite2:hmt:lsj.chicago_md:n9740,friendship_affection,embed,0.536,0.265,0.271,86,disposed to return kindnesses
χρηστός,urn:cite2:hmt:lsj.chicago_md:n114706,friendship_affection,embed,0.535,0.608,-0.073,3391,"useful, good of its kind, serviceable; wholesome; for; pleasant; nice; auspicious; happy; benefits, kindnesses; happy event; prosperity, success; working for good; good for its purpose, effective; in use, current; good; valiant, true; good, honest, worthy; useful, deserving; propitious, merciful, bestowing health; wealth; good, kindly; simple, silly; a nice fellow; strong, able; dead; well, properly"
ἐλευθ-εριότης,urn:cite2:hmt:lsj.chicago_md:n33608,friendship_affection,embed,0.534,0.448,0.086,247,"the character of an; freeness in giving, liberality; generosity"
εὐμετά-δοτος,urn:cite2:hmt:lsj.chicago_md:n44465,friendship_affection,embed,0.534,0.448,0.086,304,"readily imparting, generous; generosity; easily imparted; contagious"
μεγᾰλο-ψῡχία,urn:cite2:hmt:lsj.chicago_md:n65528,friendship_affection,embed,0.534,0.536,-0.002,371,"greatness of soul, highmindedness, lordliness; generosity; arrogance; Quixotism"
φῐλοσωμᾰτ-έω,urn:cite2:hmt:lsj.chicago_md:n111518,friendship_affection,embed,0.534,0.458,0.076,75,"love, cherish the body"
ἀνθρωπο-πᾰθέω,urn:cite2:hmt:lsj.chicago_md:n8901,friendship_affection,embed,0.533,0.432,0.101,75,to have human feelings
ἐξευμεν-ισμός,urn:cite2:hmt:lsj.chicago_md:n37236,friendship_affection,embed,0.532,0.357,0.175,72,‘friendshipʼs offering’
ἀγνωσία,urn:cite2:hmt:lsj.chicago_md:n745,friendship_affection,embed,0.531,0.291,0.24,348,"ignorance; lack of acquaintance; being unknown, obscurity"
ψηλᾰφ-ησις,urn:cite2:hmt:lsj.chicago_md:n115618,friendship_affection,embed,0.531,0.442,0.09,202,"feeling, touching, palpation; tickling"
περί-βλεψις,urn:cite2:hmt:lsj.chicago_md:n81145,friendship_affection,embed,0.53,0.451,0.079,245,looking; gazing about; close examination; admiration
ῥόδον,urn:cite2:hmt:lsj.chicago_md:n92605,friendship_affection,embed,0.529,0.443,0.086,722,"rose; Rosa gallica, red rose; Rosa centifolia, cabbage rose; Rosa dumetorum, wild rose; roses; all things sweet and; beautiful; pudenda muliebria"
γνῶσις,urn:cite2:hmt:lsj.chicago_md:n22535,friendship_affection,embed,0.527,0.385,0.142,1135,"seeking to know, inquiry, investigation; result of investigation, decision; knowing, knowledge; higher, esoteric knowledge; acquaintance with; recognizing; means of knowing; being known; fame, credit; statement in writing"
ἐπιστήμη,urn:cite2:hmt:lsj.chicago_md:n41018,friendship_affection,embed,0.527,0.447,0.081,1137,"acquaintance with; understanding; skill; skilfully; professional skill; profession; by profession; knowledge; of knowledge; kinds of knowledge; scientific knowledge, science; the sciences"
οἰκτ-ιρμός,urn:cite2:hmt:lsj.chicago_md:n72394,friendship_affection,embed,0.526,0.446,0.08,135,"pity, compassion; compassionate feelings, mercies"
προκατα-λύω,urn:cite2:hmt:lsj.chicago_md:n87681,friendship_affection,embed,0.526,0.214,0.312,440,"break up, annul beforehand; before; debase; too low; inhibit, check prematurely; end their mutual; rest before"
ἀπροσ-πᾰθής,urn:cite2:hmt:lsj.chicago_md:n14507,friendship_affection,seed+embed,0.525,0.524,0.001,88,without affection; passion
ἐθελό-κᾰλος,urn:cite2:hmt:lsj.chicago_md:n30769,friendship_affection,seed+embed,0.525,0.17,0.355,68,showing goodwill
ἀλληλ-ουχία,urn:cite2:hmt:lsj.chicago_md:n4417,friendship_affection,embed,0.524,0.362,0.161,365,"holding together, conjunction; coherence; continuity; close texture, consistency; mutual support"
ἀπευχᾰριστέω,urn:cite2:hmt:lsj.chicago_md:n12013,friendship_affection,embed,0.524,0.391,0.133,76,show gratitude
διαζηλεύομαι,urn:cite2:hmt:lsj.chicago_md:n24757,friendship_affection,embed,0.524,0.438,0.086,68,to be lost in admiration
συνεπι-πάσχω,urn:cite2:hmt:lsj.chicago_md:n100294,friendship_affection,embed,0.523,0.353,0.17,75,feel emotion together
τρόπος,urn:cite2:hmt:lsj.chicago_md:n105531,friendship_affection,embed,0.522,0.421,0.101,6068,"turn, direction, way; way, manner, fashion, guise; as we are; tenor; ways; kind; how?; in; way; by; means; wise, by; mdans, on; account; the fashion; manner; how; as; guise; fashion; after the manner; like; Bis Acc.; according to custom; fitly, duly; unreasonable, absurd; fitting, suitable; a way of life, habit, custom; ways, habits, character, temper; temper; sort; mode; style; manner, style; tropes; mood; method; beam"
αἰδόφρων,urn:cite2:hmt:lsj.chicago_md:n2261,friendship_affection,embed,0.521,0.459,0.062,143,"onos; regardful of mind, compassionate; respectful"
κατακρᾱνία,urn:cite2:hmt:lsj.chicago_md:n54257,friendship_affection,seed+embed,0.521,0.405,0.116,67,an affection of the head
ἀπρονό-ητος,urn:cite2:hmt:lsj.chicago_md:n14441,friendship_affection,embed,0.518,0.277,0.241,662,unpremeditated; unguarded; unreconnoitred; not the work of providence; not considering beforehand; Bis Acc.; not exercising providence; without previous acquaintance
γνώρ-ῐμος,urn:cite2:hmt:lsj.chicago_md:n22523,friendship_affection,embed,0.518,0.488,0.03,1361,"well-known; familiar; acquaintance; pupil; kinsman; notable, distinguished; the notables; wealthy class; remarkable; intelligibly; familiarly; friendly terms"
γνωρ-ῐμότης,urn:cite2:hmt:lsj.chicago_md:n22524,friendship_affection,embed,0.518,0.325,0.194,60,acquaintance
ἑταιρ-εῖος,urn:cite2:hmt:lsj.chicago_md:n43073,friendship_affection,seed+embed,0.516,0.423,0.093,425,of; belonging to companions :; presiding over fellowship; of a comrade; amorous; house of a
ἰδῐόομαι,urn:cite2:hmt:lsj.chicago_md:n49859,friendship_affection,seed+embed,0.515,0.402,0.113,250,"make oneʼs own, appropriate; make oneʼs friend; to be specifically constituted"
συμπλέκ-ω,urn:cite2:hmt:lsj.chicago_md:n98723,friendship_affection,embed,0.515,0.37,0.145,3401,"twine; plait together; having twined; joining; join hands, become intimate; binding; together; to be twined together, plaited; are twisted together; entangled, crossing in different directions; combine; join; complex; compound sentence; mix up; interweave; combines; connect, involve; in mutual relations; mix; up, confuse; to be intertwined, locked together; to be engaged in close fight; to be entangled; to be at grips with; we are entangled; engaged with; to be involved in; to be locked together; enter into combination"
φῐλι-άζω,urn:cite2:hmt:lsj.chicago_md:n111024,friendship_affection,seed+embed,0.515,0.319,0.196,146,to be a friend
χρηστεύομαι,urn:cite2:hmt:lsj.chicago_md:n114685,friendship_affection,embed,0.515,0.365,0.151,70,to be kind; merciful
προσεταιρ-ίζομαι,urn:cite2:hmt:lsj.chicago_md:n89317,friendship_affection,seed+embed,0.514,0.295,0.219,437,"take to oneself as a friend, associate with oneself; take into partnership, secure the approval of; associate oneself with"
ἐξομολόγ-ησις,urn:cite2:hmt:lsj.chicago_md:n37542,friendship_affection,embed,0.513,0.417,0.095,175,"admission, confession; confession of gratitude"
