lemma,pos,work,book,line,sentence_id,word_id,form,row
Δαναοί,n,Iliad,1,97,2274152,6,Δαναοῖσιν,405
ἀεικής,a,Iliad,1,97,2274152,7,ἀεικέα,406
λοιγός,n,Iliad,1,97,2274152,8,λοιγὸν,407
ἀπωθέω,v,Iliad,1,97,2274152,9,ἀπώσει,408
πατήρ,n,Iliad,1,98,2274152,13,πατρὶ,409
φίλος,a,Iliad,1,98,2274152,14,φίλῳ,410
δίδωμι,v,Iliad,1,98,2274152,15,δόμεναι,411
ἑλικῶπις,a,Iliad,1,98,2274152,16,ἑλικώπιδα,412
κόρη,n,Iliad,1,98,2274152,17,κούρην,413
ἀπρίατος,a,Iliad,1,99,2274152,18,ἀπριάτην,414
ἀνάποινος,a,Iliad,1,99,2274152,19,ἀνάποινον,415
ἄγω,v,Iliad,1,99,2274152,21,ἄγειν,416
ἱερός,a,Iliad,1,99,2274152,23,ἱερὴν,417
ἑκατόμβη,n,Iliad,1,99,2274152,24,ἑκατόμβην,418
Χρύση,n,Iliad,1,100,2274152,26,Χρύσην,419
ἱλάσκομαι,v,Iliad,1,100,2274153,4,ἱλασσάμενοι,420
πείθω,v,Iliad,1,100,2274153,5,πεπίθοιμεν,421
εἶπον,v,Iliad,1,101,2274154,5,εἰπὼν,422
ἕζομαι,v,Iliad,1,101,2274154,8,ἕζετο,423
ἀνίστημι,v,Iliad,1,101,2274155,3,ἀνέστη,424
ἥρως,n,Iliad,1,102,2274155,4,ἥρως,425
Ἀτρείδης,n,Iliad,1,102,2274155,5,Ἀτρεΐδης,426
εὐρύς,a,Iliad,1,102,2274155,6,εὐρὺ,427
κρείων,n,Iliad,1,102,2274155,7,κρείων,428
Ἀγαμέμνων,n,Iliad,1,102,2274155,8,Ἀγαμέμνων,429
ἄχνυμαι,v,Iliad,1,103,2274155,9,ἀχνύμενος,430
μένος,n,Iliad,1,103,2274156,1,μένεος,431
μέγας,a,Iliad,1,103,2274156,3,μέγα,432
φρήν,n,Iliad,1,103,2274156,4,φρένες,433
ἀμφιμέλας,a,Iliad,1,103,2274156,5,ἀμφιμέλαιναι,434
πίμπλημι,v,Iliad,1,104,2274156,6,πίμπλαντ',435
ὄσσε,n,Iliad,1,104,2274156a,8,ὄσσε,436
πῦρ,n,Iliad,1,104,2274156a,11,πυρὶ,437
λαμπετάω,v,Iliad,1,104,2274156a,12,λαμπετόωντι,438
εἴκω1,v,Iliad,1,104,2274156a,13,ἐΐκτην,439
Κάλχας,n,Iliad,1,105,2274157,1,Κάλχαντα,440
πρώτιστος,a,Iliad,1,105,2274157,2,πρώτιστα,441
κακός,a,Iliad,1,105,2274157,3,κάκ',442
ὄσσομαι,v,Iliad,1,105,2274157,4,ὀσσόμενος,443
προσεῖπον,v,Iliad,1,105,2274157,5,προσέειπε,444
μάντις,n,Iliad,1,106,2274158,1,μάντι,445
κακός,a,Iliad,1,106,2274158,2,κακῶν,446
κρήγυος,a,Iliad,1,106,2274158,8,κρήγυον,447
εἶπον,v,Iliad,1,106,2274158,9,εἶπας,448
κακός,a,Iliad,1,107,2274159,4,κάκ',449
εἰμί,v,Iliad,1,107,2274159,5,ἐστὶ,450
φίλος,a,Iliad,1,107,2274159,6,φίλα,451
φρήν,n,Iliad,1,107,2274159,7,φρεσὶ,452
μαντεύομαι,v,Iliad,1,107,2274159,8,μαντεύεσθαι,453
ἐσθλός,a,Iliad,1,108,2274159a,10,ἐσθλὸν,454
εἶπον,v,Iliad,1,108,2274159a,15,εἶπας,455
ἔπος,n,Iliad,1,108,2274159a,16,ἔπος,456
τελέω,v,Iliad,1,108,2274159a,19,ἐτέλεσσας,457
Δαναοί,n,Iliad,1,109,2274160,4,Δαναοῖσι,458
θεοπροπέω,v,Iliad,1,109,2274160,5,θεοπροπέων,459
ἀγορεύω,v,Iliad,1,109,2274160,6,ἀγορεύεις,460
ἑκηβόλος,a,Iliad,1,110,2274160,12,ἑκηβόλος,461
ἄλγος,n,Iliad,1,110,2274160,13,ἄλγεα,462
τεύχω,v,Iliad,1,110,2274160,14,τεύχει,463
κόρη,n,Iliad,1,111,2274160,18,κούρης,464
Χρυσηίς,n,Iliad,1,111,2274160,19,Χρυσηΐδος,465
ἀγλαός,a,Iliad,1,111,2274160,20,ἀγλά',466
ἄποινα,n,Iliad,1,111,2274160,21,ἄποινα,467
ἐθέλω,v,Iliad,1,112,2274160,23,ἔθελον,468
δέχομαι,v,Iliad,1,112,2274160,24,δέξασθαι,469
πολύς,a,Iliad,1,112,2274160,27,πολὺ,470
βούλομαι,v,Iliad,1,112,2274160,28,βούλομαι,471
αὐτός,a,Iliad,1,112,2274160,29,αὐτὴν,472
ἔχω,v,Iliad,1,113,2274160,31,ἔχειν,473
Κλυταιμνήστρη,n,Iliad,1,113,2274161,4,Κλυταιμνήστρης,474
προβέβουλα,v,Iliad,1,113,2274161,5,προβέβουλα,475
κουρίδιος,a,Iliad,1,114,2274161,6,κουριδίης,476
ἄλοχος,n,Iliad,1,114,2274161,7,ἀλόχου,477
εἰμί,v,Iliad,1,114,2274161,12,ἐστι,478
χείρων,a,Iliad,1,114,2274161,13,χερείων,479
δέμας,n,Iliad,1,115,2274161,16,δέμας,480
φυή,n,Iliad,1,115,2274161,19,φυήν,481
φρήν,n,Iliad,1,115,2274161,24,φρένας,482
ἔργον,n,Iliad,1,115,2274161,27,ἔργα,483
ἐθέλω,v,Iliad,1,116,2274162,4,ἐθέλω,484
δίδωμι,v,Iliad,1,116,2274162,5,δόμεναι,485
ἀμείνων,a,Iliad,1,116,2274162,10,ἄμεινον,486
βούλομαι,v,Iliad,1,117,2274163,1,βούλομ',487
λαός,n,Iliad,1,117,2274163,3,λαὸν,488
σῶς,a,Iliad,1,117,2274163,4,σῶν,489
εἰμί,v,Iliad,1,117,2274163,5,ἔμμεναι,490
ἀπόλλυμι,v,Iliad,1,117,2274163,7,ἀπολέσθαι,491
γέρας,n,Iliad,1,118,2274164,3,γέρας,492
ἑτοιμάζω,v,Iliad,1,118,2274164,5,ἑτοιμάσατ',493
οἶος,a,Iliad,1,118,2274164,8,οἶος,494
Ἀργεῖος,a,Iliad,1,119,2274164,9,Ἀργείων,495
ἀγέραστος,a,Iliad,1,119,2274164,10,ἀγέραστος,496
εἰμί,v,Iliad,1,119,2274164,11,ἔω,497
εἴκω1,v,Iliad,1,119,2274164,16,ἔοικε,498
λεύσσω,v,Iliad,1,120,2274165,1,λεύσσετε,499
πᾶς,a,Iliad,1,120,2274165,5,πάντες,500
γέρας,n,Iliad,1,120,2274165,8,γέρας,501
ἔρχομαι,v,Iliad,1,120,2274165,9,ἔρχεται,502
ἀμείβω,v,Iliad,1,121,2274166,3,ἠμείβετ',503
ποδάρκης,a,Iliad,1,121,2274166,5,ποδάρκης,504
δῖος,a,Iliad,1,121,2274166,6,δῖος,505
Ἀχιλλεύς,n,Iliad,1,121,2274166,7,Ἀχιλλεύς,506
Ἀτρείδης,n,Iliad,1,122,2274167,1,Ἀτρεΐδη,507
κύδιστος,a,Iliad,1,122,2274167,2,κύδιστε,508
φιλοκτέανος,a,Iliad,1,122,2274167,3,φιλοκτεανώτατε,509
πᾶς,a,Iliad,1,122,2274167,4,πάντων,510
δίδωμι,v,Iliad,1,123,2274167,9,δώσουσι,511
γέρας,n,Iliad,1,123,2274167,10,γέρας,512
μεγάθυμος,a,Iliad,1,123,2274167,11,μεγάθυμοι,513
Ἀχαιός,a,Iliad,1,123,2274167,12,Ἀχαιοί,514
οἶδα,v,Iliad,1,124,2274168,5,ἴδμεν,515
ξυνήιος,a,Iliad,1,124,2274168,6,ξυνήϊα,516
κεῖμαι,v,Iliad,1,124,2274168,7,κείμενα,517
πολύς,a,Iliad,1,124,2274168,8,πολλά,518
πόλις,n,Iliad,1,125,2274169,4,πολίων,519
ἐκπέρθω,v,Iliad,1,125,2274169,5,ἐξεπράθομεν,520
δατέομαι,v,Iliad,1,125,2274169,8,δέδασται,521
λαός,n,Iliad,1,126,2274169a,10,λαοὺς,522
ἐπέοικε,v,Iliad,1,126,2274169a,13,ἐπέοικε,523
παλίλλογος,a,Iliad,1,126,2274169a,14,παλίλλογα,524
οὗτος,a,Iliad,1,126,2274169a,15,ταῦτ',525
ἐπαγείρω,v,Iliad,1,126,2274169a,16,ἐπαγείρειν,526
θεός,n,Iliad,1,127,2274170,6,θεῷ,527
προίημι,v,Iliad,1,127,2274170,7,πρόες,528
Ἀχαιός,a,Iliad,1,127,2274171,2,Ἀχαιοὶ,529
τριπλόος,a,Iliad,1,128,2274171,3,τριπλῇ,530
τετραπλόος,a,Iliad,1,128,2274171,4,τετραπλῇ,531
ἀποτίνω,v,Iliad,1,128,2274171,6,ἀποτείσομεν,532
Ζεύς,n,Iliad,1,128,2274171,11,Ζεὺς,533
δίδωμι,v,Iliad,1,129,2274171,12,δῷσι,534
πόλις,n,Iliad,1,129,2274171,13,πόλιν,535
Τροία,n,Iliad,1,129,2274171,14,Τροίην,536
εὐτείχεος,a,Iliad,1,129,2274171,15,εὐτείχεον,537
ἐξαλαπάζω,v,Iliad,1,129,2274171,16,ἐξαλαπάξαι,538
ἀπαμείβομαι,v,Iliad,1,130,2274172,3,ἀπαμειβόμενος,539
πρόσφημι,v,Iliad,1,130,2274172,4,προσέφη,540
κρείων,n,Iliad,1,130,2274172,5,κρείων,541
Ἀγαμέμνων,n,Iliad,1,130,2274172,6,Ἀγαμέμνων,542
ἀγαθός,a,Iliad,1,131,2274173,4,ἀγαθός,543
εἰμί,v,Iliad,1,131,2274173,6,ἐὼν,544
θεοείκελος,a,Iliad,1,131,2274173,7,θεοείκελ',545
Ἀχιλλεύς,n,Iliad,1,131,2274173,8,Ἀχιλλεῦ,546
κλέπτω,v,Iliad,1,132,2274173,9,κλέπτε,547
νόος,n,Iliad,1,132,2274173,10,νόῳ,548
παρέρχομαι,v,Iliad,1,132,2274173,14,παρελεύσεαι,549
πείθω,v,Iliad,1,132,2274173,18,πείσεις,550
ἐθέλω,v,Iliad,1,133,2274174,2,ἐθέλεις,551
αὐτός,a,Iliad,1,133,2274174,4,αὐτὸς,552
ἔχω,v,Iliad,1,133,2274174,5,ἔχῃς,553
γέρας,n,Iliad,1,133,2274174,6,γέρας,554
ἧμαι,v,Iliad,1,134,2274174,11,ἧσθαι,555
δεύω2,v,Iliad,1,134,2274174,12,δευόμενον,556
κέλομαι,v,Iliad,1,134,2274174a,14,κέλεαι,557
ἀποδίδωμι,v,Iliad,1,134,2274174a,18,ἀποδοῦναι,558
δίδωμι,v,Iliad,1,135,2274175,4,δώσουσι,559
γέρας,n,Iliad,1,135,2274175,5,γέρας,560
μεγάθυμος,a,Iliad,1,135,2274175,6,μεγάθυμοι,561
Ἀχαιός,a,Iliad,1,135,2274175,7,Ἀχαιοὶ,562
ἀραρίσκω,v,Iliad,1,136,2274175,8,ἄρσαντες,563
θυμός,n,Iliad,1,136,2274175,10,θυμὸν,564
ἀντάξιος,a,Iliad,1,136,2274175,12,ἀντάξιον,565
εἰμί,v,Iliad,1,136,2274175,13,ἔσται,566
δίδωμι,v,Iliad,1,137,2274176,5,δώωσιν,567
αὐτός,a,Iliad,1,137,2274176,9,αὐτὸς,568
αἱρέω,v,Iliad,1,137,2274176,10,ἕλωμαι,569
τεός,a,Iliad,1,138,2274176,12,τεὸν,570
Αἴας,n,Iliad,1,138,2274176,14,Αἴαντος,571
εἶμι,v,Iliad,1,138,2274176,15,ἰὼν,572
γέρας,n,Iliad,1,138,2274176,16,γέρας,573
Ὀδυσσεύς,n,Iliad,1,138,2274176,19,Ὀδυσῆος,574
ἄγω,v,Iliad,1,139,2274176,20,ἄξω,575
αἱρέω,v,Iliad,1,139,2274176,21,ἑλών,576
χολόω,v,Iliad,1,139,2274177,4,κεχολώσεται,577
ἱκνέομαι,v,Iliad,1,139,2274177,7,ἵκωμαι,578
οὗτος,a,Iliad,1,140,2274178,4,ταῦτα,579
μεταφράζω,v,Iliad,1,140,2274178,5,μεταφρασόμεσθα,580
ναῦς,n,Iliad,1,141,2274178a,12,νῆα,581
μέλας,a,Iliad,1,141,2274178a,13,μέλαιναν,582
ἐρύω1,v,Iliad,1,141,2274178a,14,ἐρύσσομεν,583
ἅλς1,n,Iliad,1,141,2274178a,16,ἅλα,584
δῖος,a,Iliad,1,141,2274178a,17,δῖαν,585
ἐρέτης,n,Iliad,1,142,2274178b,21,ἐρέτας,586
ἀγείρω,v,Iliad,1,142,2274178b,23,ἀγείρομεν,587
ἑκατόμβη,n,Iliad,1,142,2274178c,27,ἑκατόμβην,588
τίθημι,v,Iliad,1,143,2274178c,28,θείομεν,589
αὐτός,a,Iliad,1,143,2274178d,32,αὐτὴν,590
Χρυσηίς,n,Iliad,1,143,2274178d,33,Χρυσηΐδα,591
καλλιπάρηος,a,Iliad,1,143,2274178d,34,καλλιπάρῃον,592
βαίνω,v,Iliad,1,144,2274178d,35,βήσομεν,593
εἷς,a,Iliad,1,144,2274179,1,εἷς,594
ἀρχός,n,Iliad,1,144,2274179,4,ἀρχὸς,595
ἀνήρ,n,Iliad,1,144,2274179,5,ἀνὴρ,596
βουληφόρος,a,Iliad,1,144,2274179,6,βουληφόρος,597
εἰμί,v,Iliad,1,144,2274179,7,ἔστω,598
Αἴας,n,Iliad,1,145,2274179,10,Αἴας,599
Ἰδομενεύς,n,Iliad,1,145,2274179,12,Ἰδομενεὺς,600
δῖος,a,Iliad,1,145,2274179,14,δῖος,601
Ὀδυσσεύς,n,Iliad,1,145,2274179,15,Ὀδυσσεὺς,602
Πηλείδης,n,Iliad,1,146,2274179,18,Πηλεΐδη,603
πᾶς,a,Iliad,1,146,2274179,19,πάντων,604
ἔκπαγλος,a,Iliad,1,146,2274179,20,ἐκπαγλότατ',605
ἀνήρ,n,Iliad,1,146,2274179,21,ἀνδρῶν,606
Ἑκάεργος,a,Iliad,1,147,2274179,25,ἑκάεργον,607
ἱλάσκομαι,v,Iliad,1,147,2274179,26,ἱλάσσεαι,608
ἱερός,n,Iliad,1,147,2274179,27,ἱερὰ,609
ῥέζω,v,Iliad,1,147,2274179,28,ῥέξας,610
εἶδον,v,Iliad,1,148,2274180,5,ἰδὼν,611
πρόσφημι,v,Iliad,1,148,2274180,6,προσέφη,612
πούς,n,Iliad,1,148,2274180,7,πόδας,613
ὠκύς,a,Iliad,1,148,2274180,8,ὠκὺς,614
Ἀχιλλεύς,n,Iliad,1,148,2274180,9,Ἀχιλλεύς,615
ἀναίδεια,n,Iliad,1,149,2274181,3,ἀναιδείην,616
ἐπιέννυμι,v,Iliad,1,149,2274181,4,ἐπιειμένε,617
κερδαλεόφρων,a,Iliad,1,149,2274181,5,κερδαλεόφρον,618
πρόφρων,a,Iliad,1,150,2274181,9,πρόφρων,619
ἔπος,n,Iliad,1,150,2274181,10,ἔπεσιν,620
πείθω,v,Iliad,1,150,2274181,11,πείθηται,621
Ἀχαιός,a,Iliad,1,150,2274181,12,Ἀχαιῶν,622
ὁδός,n,Iliad,1,151,2274181,14,ὁδὸν,623
ἔρχομαι,v,Iliad,1,151,2274181,15,ἐλθέμεναι,624
ἀνήρ,n,Iliad,1,151,2274181,17,ἀνδράσιν,625
μάχομαι,v,Iliad,1,151,2274181,19,μάχεσθαι,626
Τρώς,n,Iliad,1,152,2274182,4,Τρώων,627
ἔρχομαι,v,Iliad,1,152,2274182,6,ἤλυθον,628
αἰχμητής,n,Iliad,1,152,2274182,7,αἰχμητάων,629
μάχομαι,v,Iliad,1,153,2274182,9,μαχησόμενος,630
αἴτιος,a,Iliad,1,153,2274182,15,αἴτιοί,631
εἰμί,v,Iliad,1,153,2274182,16,εἰσιν,632
ἐμός,a,Iliad,1,154,2274183,4,ἐμὰς,633
βοῦς,n,Iliad,1,154,2274183,5,βοῦς,634
ἐλαύνω,v,Iliad,1,154,2274183,6,ἤλασαν,635
ἵππος,n,Iliad,1,154,2274183,10,ἵππους,636
Φθία,n,Iliad,1,155,2274183,16,Φθίῃ,637
ἐριβῶλαξ,a,Iliad,1,155,2274183,17,ἐριβώλακι,638
βωτιάνειρα,n,Iliad,1,155,2274183,18,βωτιανείρῃ,639
καρπός1,n,Iliad,1,156,2274183,19,καρπὸν,640
δηλέομαι,v,Iliad,1,156,2274183,20,ἐδηλήσαντ',641
πολύς,a,Iliad,1,156,2274183,25,πολλὰ,642
ὄρος,n,Iliad,1,157,2274183,27,οὔρεά,643
σκιόεις,a,Iliad,1,157,2274183,29,σκιόεντα,644
θάλασσα,n,Iliad,1,157,2274183,30,θάλασσά,645
ἠχήεις,a,Iliad,1,157,2274183,32,ἠχήεσσα,646
μέγας,a,Iliad,1,158,2274184,4,μέγ',647
ἀναιδής,a,Iliad,1,158,2274184,5,ἀναιδὲς,648
ἕπομαι,v,Iliad,1,158,2274184,7,ἑσπόμεθ',649
χαίρω,v,Iliad,1,158,2274184,10,χαίρῃς,650
τιμή,n,Iliad,1,159,2274184,12,τιμὴν,651
ἄρνυμαι,v,Iliad,1,159,2274184,13,ἀρνύμενοι,652
Μενέλαος,n,Iliad,1,159,2274184,14,Μενελάῳ,653
κυνώπης,n,Iliad,1,159,2274184,17,κυνῶπα,654
Τρώς,n,Iliad,1,160,2274184,19,Τρώων,655
μετατρέπομαι,v,Iliad,1,160,2274185,4,μετατρέπῃ,656
ἀλεγίζω,v,Iliad,1,160,2274185a,7,ἀλεγίζεις,657
γέρας,n,Iliad,1,161,2274186,4,γέρας,658
αὐτός,a,Iliad,1,161,2274186,5,αὐτὸς,659
ἀφαιρέω,v,Iliad,1,161,2274186,6,ἀφαιρήσεσθαι,660
ἀπειλέω,v,Iliad,1,161,2274186,7,ἀπειλεῖς,661
πολύς,a,Iliad,1,162,2274186,11,πολλὰ,662
μογέω,v,Iliad,1,162,2274186,12,μόγησα,663
δίδωμι,v,Iliad,1,162,2274186,14,δόσαν,664
υἱός,n,Iliad,1,162,2274186,17,υἷες,665
Ἀχαιός,a,Iliad,1,162,2274186,18,Ἀχαιῶν,666
ἴσος,a,Iliad,1,163,2274187,5,ἶσον,667
ἔχω,v,Iliad,1,163,2274187,6,ἔχω,668
γέρας,n,Iliad,1,163,2274187,7,γέρας,669
Ἀχαιός,a,Iliad,1,163,2274187,9,Ἀχαιοὶ,670
Τρώς,n,Iliad,1,164,2274187,10,Τρώων,671
ἐκπέρθω,v,Iliad,1,164,2274187,11,ἐκπέρσωσ',672
ναίω,v,Iliad,1,164,2274187,13,ναιόμενον,673
πτολίεθρον,n,Iliad,1,164,2274187,14,πτολίεθρον,674
πλείων,a,Iliad,1,165,2274188,4,πλεῖον,675
πολυάιξ,a,Iliad,1,165,2274188,5,πολυάϊκος,676
πόλεμος,n,Iliad,1,165,2274188,6,πολέμοιο,677
χείρ,n,Iliad,1,166,2274188,7,χεῖρες,678
ἐμός,a,Iliad,1,166,2274188,8,ἐμαὶ,679
διέπω,v,Iliad,1,166,2274188,9,διέπουσ',680
δασμός,n,Iliad,1,166,2274189,4,δασμὸς,681
ἱκνέομαι,v,Iliad,1,166,2274189,5,ἵκηται,682
γέρας,n,Iliad,1,167,2274189,9,γέρας,683
πολύς,a,Iliad,1,167,2274189,10,πολὺ,684
μέγας,a,Iliad,1,167,2274189,11,μεῖζον,685
ὀλίγος,a,Iliad,1,167,2274189a,15,ὀλίγον,686
φίλος,a,Iliad,1,167,2274189a,17,φίλον,687
ἔρχομαι,v,Iliad,1,168,2274189a,19,ἔρχομ',688
ἔχω,v,Iliad,1,168,2274189a,20,ἔχων,689
ναῦς,n,Iliad,1,168,2274189a,22,νῆας,690
κάμνω,v,Iliad,1,168,2274189a,26,κάμω,691
πολεμίζω,v,Iliad,1,168,2274189a,27,πολεμίζων,692
εἶμι,v,Iliad,1,169,2274190,3,εἶμι,693
Φθία,n,Iliad,1,169,2274190,4,Φθίην,694
πολύς,a,Iliad,1,169,2274190,9,πολὺ,695
φέρτατος,a,Iliad,1,169,2274190,10,φέρτερόν,696
εἰμί,v,Iliad,1,169,2274190,11,ἐστιν,697
εἶμι,v,Iliad,1,170,2274190,13,ἴμεν,698
ναῦς,n,Iliad,1,170,2274190,15,νηυσὶ,699
κορωνίς,a,Iliad,1,170,2274190,16,κορωνίσιν,700
οἴομαι,v,Iliad,1,170,2274190a,21,ὀΐω,701
ἄτιμος,a,Iliad,1,171,2274190a,23,ἄτιμος,702
εἰμί,v,Iliad,1,171,2274190a,24,ἐὼν,703
ἄφενος,n,Iliad,1,171,2274190a,25,ἄφενος,704
πλοῦτος,n,Iliad,1,171,2274190a,27,πλοῦτον,705
ἀφύσσω,v,Iliad,1,171,2274190a,28,ἀφύξειν,706
ἀμείβω,v,Iliad,1,172,2274191,3,ἠμείβετ',707
ἄναξ,n,Iliad,1,172,2274191,5,ἄναξ,708
ἀνήρ,n,Iliad,1,172,2274191,6,ἀνδρῶν,709
Ἀγαμέμνων,n,Iliad,1,172,2274191,7,Ἀγαμέμνων,710
φεύγω,v,Iliad,1,173,2274192,1,φεῦγε,711
θυμός,n,Iliad,1,173,2274192,5,θυμὸς,712
ἐπισεύω,v,Iliad,1,173,2274192,6,ἐπέσσυται,713
λίσσομαι,v,Iliad,1,174,2274192a,12,λίσσομαι,714
μένω,v,Iliad,1,174,2274192a,15,μένειν,715
παρά,v,Iliad,1,174,2274193,1,πάρ',716
ἄλλος,a,Iliad,1,174,2274193,4,ἄλλοι,717
τιμάω,v,Iliad,1,175,2274193,8,τιμήσουσι,718
μητίετα,n,Iliad,1,175,2274193,12,μητίετα,719
Ζεύς,n,Iliad,1,175,2274193,13,Ζεύς,720
ἔχθιστος,a,Iliad,1,176,2274194,1,ἔχθιστος,721
εἰμί,v,Iliad,1,176,2274194,4,ἐσσι,722
διοτρεφής,a,Iliad,1,176,2274194,5,διοτρεφέων,723
βασιλεύς,n,Iliad,1,176,2274194,6,βασιλήων,724
ἔρις,n,Iliad,1,177,2274195,4,ἔρις,725
φίλος,a,Iliad,1,177,2274195,6,φίλη,726
πόλεμος,n,Iliad,1,177,2274195,7,πόλεμοί,727
μάχη,n,Iliad,1,177,2274195,9,μάχαι,728
καρτερός,a,Iliad,1,178,2274196,3,καρτερός,729
εἰμί,v,Iliad,1,178,2274196,4,ἐσσι,730
θεός,n,Iliad,1,178,2274196,6,θεός,731
δίδωμι,v,Iliad,1,178,2274196,11,ἔδωκεν,732
εἶμι,v,Iliad,1,179,2274197,2,ἰὼν,733
ναῦς,n,Iliad,1,179,2274197,4,νηυσί,734
σός,a,Iliad,1,179,2274197,6,σῇς,735
σός,a,Iliad,1,179,2274197,8,σοῖς,736
ἑταῖρος,n,Iliad,1,179,2274197,9,ἑτάροισι,737
Μυρμιδόνες,n,Iliad,1,180,2274197,10,Μυρμιδόνεσσιν,738
ἀνάσσω,v,Iliad,1,180,2274197,11,ἄνασσε,739
ἀλεγίζω,v,Iliad,1,180,2274197a,17,ἀλεγίζω,740
ὄθομαι,v,Iliad,1,181,2274197b,21,ὄθομαι,741
κοτέω,v,Iliad,1,181,2274197b,22,κοτέοντος,742
ἀπειλέω,v,Iliad,1,181,2274198,1,ἀπειλήσω,743
ἀφαιρέω,v,Iliad,1,182,2274199,3,ἀφαιρεῖται,744
Χρυσηίς,n,Iliad,1,182,2274199,4,Χρυσηΐδα,745
Φοῖβος,n,Iliad,1,182,2274199,5,Φοῖβος,746
Ἀπόλλων,n,Iliad,1,182,2274199,6,Ἀπόλλων,747
ναῦς,n,Iliad,1,183,2274199,12,νηΐ,748
ἐμός,a,Iliad,1,183,2274199,14,ἐμῇ,749
ἐμός,a,Iliad,1,183,2274199,16,ἐμοῖς,750
ἑταῖρος,n,Iliad,1,183,2274199,17,ἑτάροισι,751
πέμπω,v,Iliad,1,184,2274199,18,πέμψω,752
ἄγω,v,Iliad,1,184,2274199a,23,ἄγω,753
Βρισηίς,n,Iliad,1,184,2274199a,24,Βρισηΐδα,754
καλλιπάρηος,a,Iliad,1,184,2274199a,25,καλλιπάρῃον,755
αὐτός,a,Iliad,1,185,2274199a,26,αὐτὸς,756
εἶμι,v,Iliad,1,185,2274199a,27,ἰὼν,757
κλισία,n,Iliad,1,185,2274199a,28,κλισίην,758
σός,a,Iliad,1,185,2274199a,31,σὸν,759
γέρας,n,Iliad,1,185,2274199a,32,γέρας,760
εἶδον,v,Iliad,1,185,2274199a,35,εἰδῇς,761
ὅσος,a,Iliad,1,186,2274199a,36,ὅσσον,762
φέρτερος,a,Iliad,1,186,2274199a,37,φέρτερός,763
εἰμί,v,Iliad,1,186,2274199a,38,εἰμι,764
στυγέω,v,Iliad,1,186,2274199a,41,στυγέῃ,765
ἄλλος,a,Iliad,1,186,2274199a,44,ἄλλος,766
ἴσος,a,Iliad,1,187,2274199a,45,ἶσον,767
φημί,v,Iliad,1,187,2274199a,47,φάσθαι,768
ὁμοιόω,v,Iliad,1,187,2274199a,49,ὁμοιωθήμεναι,769
φημί,v,Iliad,1,188,2274200,2,φάτο,770
Πηλείων,n,Iliad,1,188,2274201,1,Πηλεΐωνι,771
ἄχος,n,Iliad,1,188,2274201,3,ἄχος,772
γίγνομαι,v,Iliad,1,188,2274201,4,γένετ',773
ἦτορ,n,Iliad,1,188,2274201a,9,ἦτορ,774
στῆθος,n,Iliad,1,189,2274201a,10,στήθεσσιν,775
λάσιος,a,Iliad,1,189,2274201a,11,λασίοισι,776
μερμηρίζω,v,Iliad,1,189,2274201a,13,μερμήριξεν,777
φάσγανον,n,Iliad,1,190,2274201a,18,φάσγανον,778
ὀξύς,a,Iliad,1,190,2274201a,19,ὀξὺ,779
ἐρύω1,v,Iliad,1,190,2274201a,20,ἐρυσσάμενος,780
μηρός,n,Iliad,1,190,2274201a,22,μηροῦ,781
ἀνίστημι,v,Iliad,1,191,2274201a,25,ἀναστήσειεν,782
Ἀτρείδης,n,Iliad,1,191,2274201a,29,Ἀτρεΐδην,783
ἐναρίζω,v,Iliad,1,191,2274201a,30,ἐναρίζοι,784
χόλος,n,Iliad,1,192,2274201a,33,χόλον,785
παύω,v,Iliad,1,192,2274201a,34,παύσειεν,786
ἐρητύω,v,Iliad,1,192,2274201a,35,ἐρητύσειέ,787
θυμός,n,Iliad,1,192,2274201a,37,θυμόν,788
οὗτος,a,Iliad,1,193,2274202,3,ταῦθ',789
ὁρμαίνω,v,Iliad,1,193,2274202,4,ὥρμαινε,790
φρήν,n,Iliad,1,193,2274202,6,φρένα,791
θυμός,n,Iliad,1,193,2274202,9,θυμόν,792
ἕλκω,v,Iliad,1,194,2274202,11,ἕλκετο,793
κολεόν,n,Iliad,1,194,2274202,14,κολεοῖο,794
μέγας,a,Iliad,1,194,2274202,15,μέγα,795
ξίφος,n,Iliad,1,194,2274202,16,ξίφος,796
ἔρχομαι,v,Iliad,1,194,2274202,18,ἦλθε,797
Ἀθήνη,n,Iliad,1,194,2274202,20,Ἀθήνη,798
ἵημι,v,Iliad,1,195,2274203,3,ἧκε,799
θεά,n,Iliad,1,195,2274203,4,θεὰ,800
λευκώλενος,a,Iliad,1,195,2274203,5,λευκώλενος,801
Ἥρα,n,Iliad,1,195,2274203,6,Ἥρη,802
ἄμφω,a,Iliad,1,196,2274203,7,ἄμφω,803
θυμός,n,Iliad,1,196,2274203,9,θυμῷ,804
φιλέω,v,Iliad,1,196,2274203,10,φιλέουσά,805
κήδω,v,Iliad,1,196,2274203,12,κηδομένη,806
ἵστημι,v,Iliad,1,197,2274204,1,στῆ,807
ξανθός,a,Iliad,1,197,2274204a,5,ξανθῆς,808
κόμη,n,Iliad,1,197,2274204a,7,κόμης,809
αἱρέω,v,Iliad,1,197,2274204a,8,ἕλε,810
Πηλείων,n,Iliad,1,197,2274204a,9,Πηλεΐωνα,811
οἶος,a,Iliad,1,198,2274204a,10,οἴῳ,812
φαίνω,v,Iliad,1,198,2274204a,11,φαινομένη,813
